"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101025900","Census Tract 259, Philadelphia County, Pennsylvania","4100","509","null","null","4047","null","549","null","144","null","120","null","3756","545","null","null","0","109","null","null","77","null","93","null","0","109","null","null","9","15","null","null","61","null","64","null","0","109","null","null","61","64","null","null","53","null","78","null","53","78","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026000","Census Tract 260, Philadelphia County, Pennsylvania","2797","414","null","null","2781","null","412","null","66","null","58","null","2672","404","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","43","null","54","null","0","109","null","null","43","54","null","null","16","null","27","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","16","27","null","null","16","null","27","null","0","null","109","null",
"1400000US42101026100","Census Tract 261, Philadelphia County, Pennsylvania","2894","294","null","null","2851","null","313","null","45","null","62","null","2747","301","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","59","null","62","null","9","16","null","null","50","55","null","null","43","null","40","null","0","109","null","null","43","40","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026200","Census Tract 262, Philadelphia County, Pennsylvania","4234","492","null","null","4170","null","487","null","78","null","91","null","4050","472","null","null","0","109","null","null","0","null","109","null","0","109","null","null","13","20","null","null","29","null","32","null","0","109","null","null","29","32","null","null","64","null","62","null","0","109","null","null","35","42","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","29","48","null","null","9","null","15","null","20","null","33","null",
"1400000US42101026301","Census Tract 263.01, Philadelphia County, Pennsylvania","4064","348","null","null","4052","null","347","null","63","null","45","null","3952","348","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","37","null","42","null","0","109","null","null","37","42","null","null","12","null","18","null","0","109","null","null","12","18","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026302","Census Tract 263.02, Philadelphia County, Pennsylvania","4905","664","null","null","4751","null","661","null","230","null","132","null","4325","674","null","null","0","109","null","null","12","null","19","null","0","109","null","null","43","66","null","null","141","null","174","null","0","109","null","null","141","174","null","null","154","null","191","null","0","109","null","null","124","148","null","null","0","null","109","null","30","44","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026400","Census Tract 264, Philadelphia County, Pennsylvania","5182","635","null","null","5038","null","628","null","164","null","98","null","4860","657","null","null","0","109","null","null","14","null","23","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","144","null","144","null","10","17","null","null","134","144","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026500","Census Tract 265, Philadelphia County, Pennsylvania","4172","531","null","null","4013","null","532","null","97","null","69","null","3896","534","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","20","null","29","null","0","109","null","null","20","29","null","null","159","null","171","null","39","58","null","null","78","138","null","null","0","null","109","null","0","109","null","null","0","109","null","null","42","null","50","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026600","Census Tract 266, Philadelphia County, Pennsylvania","6401","836","null","null","6352","null","838","null","153","null","130","null","6148","882","null","null","14","22","null","null","0","null","109","null","0","109","null","null","0","109","null","null","37","null","63","null","0","109","null","null","37","63","null","null","49","null","65","null","0","109","null","null","11","18","null","null","0","null","109","null","0","109","null","null","0","109","null","null","38","null","63","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026700","Census Tract 267, Philadelphia County, Pennsylvania","7007","944","null","null","6910","null","930","null","153","null","167","null","6518","763","null","null","0","109","null","null","18","null","31","null","0","109","null","null","0","109","null","null","221","null","327","null","0","109","null","null","221","327","null","null","97","null","158","null","0","109","null","null","97","158","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026800","Census Tract 268, Philadelphia County, Pennsylvania","4115","424","null","null","4008","null","447","null","106","null","76","null","3635","449","null","null","0","109","null","null","114","null","106","null","0","109","null","null","42","65","null","null","111","null","96","null","9","16","null","null","102","95","null","null","107","null","93","null","0","109","null","null","26","38","null","null","0","null","109","null","0","109","null","null","0","109","null","null","68","null","69","null","13","21","null","null","0","null","109","null","13","null","21","null",
"1400000US42101026900","Census Tract 269, Philadelphia County, Pennsylvania","2009","341","null","null","1847","null","355","null","513","null","135","null","1097","281","null","null","0","109","null","null","82","null","108","null","0","109","null","null","27","42","null","null","128","null","193","null","0","109","null","null","128","193","null","null","162","null","93","null","105","73","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","57","null","57","null","0","109","null","null","0","null","109","null","0","null","109","null",
